gvkey,conm,tic,sic,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT
010331,BOMBAY CO INC,BBAO,5712,P,01,LC,58800,4373,12/1/1975,6/27/2007
010332,RS LEGACY CORP,RSHCQ,5731,P,01,LU,15560,21711,1/29/1965,10/8/2015
010332,RS LEGACY CORP,RSHCQ,5731,C,00X,LU,15560,21711,7/1/1959,1/28/1965
010333,TANDYCRAFTS INC,TACR,5940,P,01,LU,58704,21712,12/2/1975,5/14/2001
010334,TANNETICS INC,TNT.1,3585,P,01,LC,60361,4496,7/5/1973,11/17/1983
010335,TANO CORP,TANO.1,3620,P,01,LU,74641,5640,10/7/1982,6/29/1984
010336,TARGA OIL & GAS INC,TOGS,6799,P,01,LU,74660,4506,10/31/1979,7/29/1983
010337,TAPE SPECIALTY INC  -OLD,2975B,3652,P,01,LU,74668,5147,10/30/1981,7/23/1982
010337,TAPE SPECIALTY INC  -OLD,2975B,3652,C,00X,LU,74668,5147,10/28/1981,10/29/1981
010339,TAPPAN CO,2796A,3630,P,01,LC,48987,25039,1/1/1975,12/3/1979
010340,TARGET OIL & GAS INC,TOGI.,1311,P,01,LU,74676,4505,3/9/1981,8/30/1985
010341,EUNITS 2 YR U S MKT PARTN II,ETUB,6726,P,01,LC,13383,54067,5/31/2012,5/30/2014
010345,TASTY BAKING CO,TSTY,2050,C,01,LC,42219,21713,12/30/1983,5/24/2011
010345,TASTY BAKING CO,TSTY,2050,J,02,LC,42219,21713,1/1/1983,12/29/1983
010345,TASTY BAKING CO,TSTY,2050,C,01,LC,42219,21713,7/6/1965,12/31/1982
010346,TAURUS OIL CORP,TAURC,1311,P,01,LC,92321,7392,6/4/1980,5/16/1983
010348,TAX CORP OF AMERICA,TAXA.1,7200,P,01,LU,74721,4380,1/31/1979,7/31/1980
010349,TAYLOR DEVICES INC,TAYD,3569,P,01,LU,74740,4381,11/20/1980,E
010351,TAYLOR RENTAL CORP,TREN.,6794,P,01,LU,74764,4544,12/14/1972,5/31/1983
010352,TAYLOR WINE INC,TYLR,2080,C,01,LC,74772,4618,12/14/1972,12/31/1976
010353,TEAM INC,TISI,8734,P,01,LU,65752,4402,10/7/1980,E
010355,TECCOR ELECTRONICS,TECE,3674,P,01,LU,74801,4404,12/14/1972,9/28/1979
010356,TECFIN CORP,TEFN,6172,C,01,LU,74820,3846,4/27/1983,12/4/1985
010357,TECH OPS INC,TO.,8734,P,01,LC,37217,21714,1/31/1966,1/31/1988
010357,TECH OPS INC,TO.,8734,C,00X,LC,37217,21714,7/2/1962,1/30/1966
010359,TECH-SYM CORP,TSY.1,3679,P,01,LC,37196,21716,7/31/1970,9/29/2000
010359,TECH-SYM CORP,TSY.1,3679,C,00X,LC,37196,21716,1/1/1968,7/30/1970
010360,TECHAMERICA GROUP INC,TCH.2,2834,P,01,LU,63378,4386,8/6/1981,10/30/1987
010361,SIMCLAR INC,SIMC,3679,C,01,LC,92340,7507,10/2/1995,12/26/2008
010361,SIMCLAR INC,SIMC,3679,C,01,LC,92340,7507,4/18/1985,2/6/1992
010362,TECHNALYSIS CORP,TECN,7371,P,01,LC,74828,4407,7/2/1981,4/29/1996
010364,TECHNICAL COMMUNICATIONS CP,TCCO,3663,P,01,LC,74836,6389,7/14/2010,1/22/2021
010364,TECHNICAL COMMUNICATIONS CP,TCCO,3663,P,01,LC,74836,6389,9/16/1983,9/20/2002
010366,TECHNICAL EQUITIES CORP,TEQTQ,3060,P,01,LC,74844,7321,6/28/1985,4/25/1986
010368,TECHNICAL PUBLISHING CO,TPUB.1,2741,P,01,LU,74852,4532,12/14/1972,1/31/1978
010369,TECHNICAL TAPE INC,TTI.3,2670,P,01,LC,37225,24213,4/29/1966,9/23/1988
010370,TECHNICARE CORP,TEC.4,3841,P,01,LU,58712,4392,12/14/1972,2/28/1979
010371,TECHNICOLOR INC,TK.1,7819,P,01,LU,37233,24214,9/30/1963,1/31/1983
010372,TECHNICOM INTERNATIONAL INC,TCM.2,3661,P,01,LU,64661,5530,5/25/1982,10/31/1984
010373,TECHNICON CORP,TCN.2,3826,P,01,LU,50171,25113,2/27/1970,4/30/1980
010374,PULSE ELECTRONICS CORP,PULS.1,3679,C,01,LC,44513,21717,1/31/1968,10/16/2014
010374,PULSE ELECTRONICS CORP,PULS.1,3679,C,00X,LC,44513,21717,6/1/1967,1/30/1968
010375,TECHNODYNE INC,6559B,5122,C,01,LU,66106,4406,6/30/1980,8/1/1989
010375,TECHNODYNE INC,6559B,5122,C,00X,LU,66106,4406,6/20/1980,6/29/1980
010376,TECHNOGENETICS INC,TXNO,2835,P,01,LU,74887,7136,7/17/1984,5/31/1989
010377,TECHNOLOGY DEVELOPMENT CORP,TDCXE,3825,P,01,LU,92364,7688,8/14/1985,7/31/1992
010378,TECHNOLOGY 80 INC,3TKAT.,3823,C,01,LU,92372,7550,5/17/1985,7/8/1992
010379,TCI INTL INC,TCII,3812,P,01,LU,74895,5291,2/2/1982,3/30/2001
010380,SUNLINK HEALTH SYSTEMS INC,SSY,5912,P,01,LU,74908,4494,12/14/1972,E
010381,TECHNOLOGY MARKETING INC,3TMKTE,3825,C,01,LU,74916,4484,3/25/1981,6/29/1992
010382,TECHNOLOGY RESEARCH CORP,TRCI,3613,P,01,LU,92399,7322,12/3/1984,5/31/2011
010384,TECHTRAN INDUSTRIES INC,TECH.1,3572,P,01,LU,74924,4405,7/12/1979,11/28/1986
010385,TECK RESOURCES LTD,TECK,1000,P,01,LC,91321,50848,6/29/2006,E
010386,TECUMSEH PRODUCTS CO,TECU,3585,P,02,LC,77722,4409,8/1/1993,5/1/2014
010386,TECUMSEH PRODUCTS CO,TECU,3585,J,02,LC,77722,4409,6/1/1992,7/31/1993
010386,TECUMSEH PRODUCTS CO,TECU,3585,P,02,LC,74932,4409,5/2/2014,9/30/2015
010386,TECUMSEH PRODUCTS CO,TECU,3585,J,01,LC,74932,4409,8/1/1993,5/1/2014
010386,TECUMSEH PRODUCTS CO,TECU,3585,P,01,LC,74932,4409,12/14/1972,7/31/1993
010387,TECTEL INC,TCTQE,3661,P,01,LU,74967,5696,11/30/1982,10/31/1985
010388,TELCO SYSTEMS INC,TELC.,3661,P,01,LU,74975,6861,2/15/1984,12/31/1998
010389,TEJAS OIL & GAS CO,TEJSE,1311,P,01,LU,71336,5317,1/31/1983,8/29/1986
010389,TEJAS OIL & GAS CO,TEJSE,1311,C,00X,LU,71336,5317,1/1/1983,1/30/1983
010390,TEJON RANCH CO,TRC,0100,C,01,LU,57007,21718,12/14/1972,E
010391,TEKTRONIX INC,TEK.1,3825,P,01,LU,40061,21719,1/10/1964,11/30/2007
010392,HAMPTON CONSULTING CORP,HCNP,6200,P,02,LU,92401,7614,6/28/1985,9/29/1998
010392,HAMPTON CONSULTING CORP,HCNP,6200,C,00X,LU,92401,7614,6/26/1985,6/27/1985
010393,TELE-COMM TCI GROUP  -SER A,TCOMA,4841,J,02,LU,75038,4388,1/29/1982,3/31/1999
010393,TELE-COMM TCI GROUP  -SER A,TCOMA,4841,P,01,LU,75030,4388,12/14/1972,3/31/1999
010394,TELEBYTE INC,TBTI,3576,C,01,LU,75046,6747,6/30/1986,9/3/1992
010395,TELECALC INC,TLCQE,3661,P,01,LC,92420,7681,8/7/1985,6/25/1990
010396,TELECI INC-TEXAS,TELL10,7385,C,01,LU,75054,5945,4/26/1983,11/17/1986
010397,TELECO OILFIELD SERVICES INC,3TLCO.,1389,P,01,LU,75062,4470,4/17/1979,2/29/1984
010398,TCC INDUSTRIES INC,TELC,5190,C,01,LU,57736,21720,12/14/1972,1/20/1999
010399,TPI ENTERPRISES INC,3TPIE,5812,C,01,LU,75089,4411,1/16/1979,1/14/1997
010400,TELECOMMUNICATIONS SPECIALST,TLSP.,3663,C,01,LU,75097,6459,10/10/1983,10/28/1988
010401,VIRAL TESTING SYSTEMS CORP,3VTSC,2835,C,01,LU,65082,4469,12/4/1978,4/15/1994
010402,TELECOR INC,TCR.1,7359,P,01,LU,55933,25480,11/13/1972,3/31/1980
010403,TELECRAFTER CORP-OLD,TLCR.1,7389,P,01,LC,75110,5869,3/22/1983,6/30/1987
010404,TELECREDIT INC,TCRD.1,7389,P,01,LC,75118,4391,12/14/1972,12/28/1990
010405,ATI INC -NEW,ATI,3350,P,01,LU,43123,21722,5/2/1966,E
010406,TELEFILE COMPUTER CORP,2881B,3571,C,01,LU,75126,4427,1/31/1978,4/11/1980
010407,TELEFLEX INC,TFX,3841,P,01,LU,44329,21723,4/24/1967,E
010408,TLM CORP,3TLMK,6512,C,01,LU,75169,4474,1/31/1979,8/3/1992
010408,TLM CORP,3TLMK,6512,C,00X,LU,75169,4474,1/1/1974,1/30/1979
010409,TELEMED CORP,TMED.,8060,P,01,LU,75177,4482,1/17/1973,2/28/1979
010410,TELEMINE INC,4062B,3663,C,01,LU,75185,4412,10/15/1980,3/3/1982
010411,TELEPHONE & DATA SYSTEMS INC,TDS,4812,J,07,LC,90655,5230,5/16/2005,1/31/2012
010411,TELEPHONE & DATA SYSTEMS INC,TDS,4812,P,01,LC,63773,5230,12/15/1981,E
010412,LORIMAR TELEPICTURES,6049B,7812,P,01,LC,69024,4528,1/31/1984,1/10/1989
010413,TELEPROMPTER CORP,TP.1,4841,C,01,LU,37268,24216,1/31/1966,7/31/1981
010414,TELERAM COMMUNICATIONS CORP,3TLRC,3575,C,01,LU,75206,6013,6/2/1983,4/15/1985
010415,TELERATE INC,TLR.1,6200,P,01,LU,65090,25737,4/27/1983,1/31/1990
010416,TELERENT LEASING CORP,TLRT,7359,P,01,LU,75214,4476,10/31/1977,1/31/1984
010416,TELERENT LEASING CORP,TLRT,7359,C,00X,LU,75214,4476,10/1/1973,10/30/1977
010417,MARLTON TECHNOLOGIES,MTYG,7389,P,01,LU,60142,21156,3/29/1974,12/15/2005
010418,LARCAN-TTC INC,3LTTC.,3663,C,01,LU,75249,6309,9/30/1983,8/17/1992
010419,TELEX CORP,TC.1,3575,P,01,LU,44812,24778,8/14/1967,7/29/1988
010420,TELLABS INC,TLAB,3661,P,01,LC,75257,4467,7/15/1980,12/31/2013
010421,TELTRONICS SERVICES,TSVC,5063,P,01,LU,75265,4585,5/28/1976,6/29/1979
010422,TELXON CORP,TLXN,3578,P,01,LU,75273,6197,7/21/1983,11/30/2000
010424,TEMP-STIK CORP,3TMSK,3590,C,01,LU,75281,4413,8/1/1979,11/9/1988
010425,TEMPLE INDUSTRIES INC,TEM.2,2400,P,01,LU,49293,25058,9/26/1969,7/31/1973
010426,TEMPLE-INLAND INC,TIN,2631,P,01,LC,66114,21726,1/27/1984,2/29/2012
010427,TELETEK INC,TLTK,4813,C,01,LC,75302,4477,10/7/1993,3/20/1997
010427,TELETEK INC,TLTK,4813,C,01,LC,75302,4477,12/6/1979,3/18/1993
010428,TELEMETRY CONTROLS INC,3091B,3822,C,01,LU,75329,4410,7/16/1981,5/31/1983
010429,TELESPHERE COMMUNICATIONS,3TSPH,4813,P,01,LU,64813,4584,4/23/1981,10/31/1991
010430,TELSTAR CORP,3TSTR,4841,C,01,LU,75337,5521,5/19/1982,2/1/1989
010431,TELEVIDEO INC,TELVQ,3575,P,01,LU,75345,5850,3/15/1983,4/14/1999
010432,TELEPHONE SPECIALISTS INC,TESPE,7385,C,01,LU,75353,6326,8/26/1983,2/28/1991
010433,TELEPHONE SUPPORT SYS INC,3TSSIE,3661,C,01,LU,75361,6150,7/8/1983,7/28/1988
010434,TELETRAK ENVIRONMENTAL SYS,TAES,3561,C,01,LU,75380,6764,1/31/1984,11/1/1985
010434,TELETRAK ENVIRONMENTAL SYS,TAES,3561,C,00X,LU,75380,6764,1/9/1984,1/30/1984
010435,WENDT-BRISTOL HEALTH SVC CP,WMDB,8071,C,01,LU,75388,6644,12/2/1983,4/18/2000
010436,TEMPLET INDUSTRIES INC,2882B,3634,P,01,LU,75396,4471,1/31/1979,9/30/1980
010436,TEMPLET INDUSTRIES INC,2882B,3634,C,00X,LU,75396,4471,10/1/1973,1/30/1979
010437,TGX CORP,3TGXC,1311,C,01,LU,75409,4485,1/29/1982,6/30/1992
010437,TGX CORP,3TGXC,1311,C,00X,LU,75409,4485,1/1/1982,1/28/1982
010438,WANDERPORT CORP,WDRP,3433,P,01,LC,75417,4487,1/31/1978,4/25/2001
010438,WANDERPORT CORP,WDRP,3433,C,00X,LC,75417,4487,9/1/1973,1/30/1978
010439,ATC HEALTHCARE INC  -CL A,AHNA,7363,P,01,LC,75433,6387,3/19/2002,3/20/2008
010439,ATC HEALTHCARE INC  -CL A,AHNA,7363,P,01,LC,75433,6387,12/30/1983,1/31/1999
010440,TENNA CORP,TNA.1,3663,C,01,LU,48151,24983,4/21/1969,11/30/1979
010441,TENNANT CO,TNC,3580,P,01,LU,75460,4375,12/14/1972,E
010443,TENNECO INC,TEN,3714,P,01,LC,84375,31841,12/12/1996,11/30/2022
010443,TENNECO INC,TEN,3714,P,01,LC,26542,21729,1/31/1962,12/11/1996
010443,TENNECO INC,TEN,3714,C,00X,LC,26542,21729,1/1/1957,1/30/1962
010444,TENNECO OFFSHORE CO INC,TOFF.,6792,P,01,LC,74246,4504,1/31/1979,1/13/1983
010444,TENNECO OFFSHORE CO INC,TOFF.,6792,C,00X,LC,74246,4504,1/1/1975,1/30/1979
010445,TENNESSEE FORGING STEEL CORP,TFS.1,3310,P,01,LU,58157,25595,11/8/1974,5/28/1976
010446,TENNESSEE NATURAL RESOURCES,TENN,4924,P,01,LU,75476,4415,1/31/1977,3/29/1985
010446,TENNESSEE NATURAL RESOURCES,TENN,4924,C,00X,LU,75476,4415,1/1/1977,1/30/1977
010448,TENNESSEE VIRGINIA ENERGY CP,TEVA.,4924,C,99X,LC,75484,4422,11/29/1986,12/4/1986
010448,TENNESSEE VIRGINIA ENERGY CP,TEVA.,4924,P,01,LC,75484,4422,11/9/1977,11/28/1986
010449,TENNEY ENGINEERING  -CL B,TNNY.,3569,C,01,LU,37276,21730,1/31/1966,6/24/1994
010450,TENNIS LADY INC,3LADY,5600,C,01,LU,75492,6919,3/14/1984,5/4/1988
010451,AMERICAN INDEPENDENCE CORP,AMIC,6324,P,01,LU,43617,21853,8/1/1966,9/30/2016
010452,TENERA INC,TNRA,8711,C,01,LU,75505,5570,7/8/1982,7/15/2003
010453,TERADYNE INC,TER,3825,P,01,LC,51369,21731,10/19/1970,E
010454,TERAK CORP,TCGSQ,7373,P,01,LU,75513,6543,11/3/1983,7/31/1985
010455,TERMIFLEX CORP,TFLX,3575,P,01,LU,75521,6386,12/2/1983,5/31/1994
010456,TERMINAL DATA CORP,TERM.1,3861,C,01,LU,75540,4419,1/31/1973,2/28/1994
010457,TERRA CHEMICALS INTL,TCI.3,2870,P,01,LU,58122,4568,6/19/1974,6/30/1981
010458,DYNAMIC HEALTHCARE TECH INC,DHTI,7373,C,01,LU,75548,6117,6/30/1983,12/31/2001
010459,TERRA RESOURCES INC,TRRA.,1311,P,01,LU,75564,4567,12/14/1972,10/29/1976
010460,TERRAMAR CORP  -OLD,4120B,7200,P,01,LU,75572,4418,6/30/1981,1/31/1984
010460,TERRAMAR CORP  -OLD,4120B,7200,C,00X,LU,75572,4418,1/1/1974,6/29/1981
010461,TERRAPET ENERGY CORP,TPET.,1311,C,01,LU,75599,890,1/31/1983,7/2/1986
010462,TERRY CORP OF CONN,TERY,3510,P,01,LC,75601,4420,12/14/1972,9/30/1974
010463,TERRYDALE REALTY TRUST,TRYLS,6798,P,01,LU,75620,4576,10/31/1977,1/11/1982
010463,TERRYDALE REALTY TRUST,TRYLS,6798,C,00X,LU,75620,4576,10/1/1973,10/30/1977
010464,TESCO AMERICAN INC,TECO.,3531,P,01,LU,75628,4408,8/25/1980,5/31/1990
010465,TESDATA SYSTEMS CORP,TDSCE.,3669,P,01,LU,75636,4400,4/27/1977,7/31/1986
010466,ANDEAVOR,ANDV,2911,P,01,LC,37284,21732,1/31/1966,9/28/2018
010466,ANDEAVOR,ANDV,2911,C,00X,LC,37284,21732,10/1/1965,1/30/1966
010467,TESTAMATIC CORP,5826B,3825,P,01,LU,75644,6842,2/7/1984,6/30/1987
010473,TETRA TECH INC  -OLD,TT.1,8711,P,01,LU,59803,4589,1/7/1977,4/30/1982
010480,TEXACO CANADA INC,TXC,2911,P,01,LU,62076,25687,8/1/1980,5/31/1989
010482,TEXACO INC,TX.2,2911,P,01,LU,14736,21734,1/31/1962,10/31/2001
010482,TEXACO INC,TX.2,2911,C,00X,LU,14736,21734,1/1/1950,1/30/1962
010483,TETRA SYSTEMS INC,4171B,1311,P,01,LU,75687,4591,6/23/1981,1/31/1985
010484,UNITED AIRLINES INC,UAL2,4512,C,04,LC,79641,23504,9/2/1993,9/30/2010
010484,UNITED AIRLINES INC,UAL2,4512,J,03,LC,79640,23504,9/2/1993,1/22/2001
010484,UNITED AIRLINES INC,UAL2,4512,J,01,LC,60388,4370,10/29/1982,3/20/1992
010485,TEXAS AMERICAN BANCSHARES,TXA.1,6020,C,01,LU,64370,4368,12/14/1972,7/25/1989
010486,TEXAS AMERICAN ENERGY-OLD,COLD.,4924,P,01,LC,62084,9046,1/31/1977,12/31/1986
010486,TEXAS AMERICAN ENERGY-OLD,COLD.,4924,C,00X,LC,62084,9046,1/1/1977,1/30/1977
010487,TEXAS AMERICAN RESOURCES,7426B,1311,P,01,LU,75708,4377,9/26/1980,3/30/1984
010488,TEXAS COMMERCE BANCSHARES,TCB.3,6020,C,01,LU,58093,4385,12/14/1972,4/30/1987
010489,TEXAS EAGLE OIL CO,TEOC,1311,P,01,LU,75724,4416,1/30/1981,6/29/1984
010489,TEXAS EAGLE OIL CO,TEOC,1311,C,00X,LU,75724,4416,1/1/1981,1/29/1981
010490,TEXAS EASTERN CORP,PEL4,4922,P,02,LC,27940,23508,1/31/1966,6/28/1989
010490,TEXAS EASTERN CORP,PEL4,4922,C,00X,LC,27940,23508,1/1/1966,1/30/1966
010493,TEXAS ENERGIES INC,TXEN,1381,P,01,LU,75732,4610,3/31/1981,1/31/1985
010495,TEXAS GAS TRANSMISSION LLC,4093A,4922,P,01,LU,26788,23426,1/31/1966,9/30/1983
010496,TEXAS GENERAL RESOURCES INC,4023B,1311,P,01,LU,63001,4431,12/31/1980,3/31/1983
010497,THT INC,TXHI,2670,P,01,LU,75759,6587,1/31/1984,3/31/1999
010498,TEXAS INDUSTRIES INC,TXI,3241,P,01,LC,40694,21736,6/3/1964,7/1/2014
010499,TEXAS INSTRUMENTS INC,TXN,3674,P,01,LC,15579,21737,2/28/1962,E
010499,TEXAS INSTRUMENTS INC,TXN,3674,C,00X,LC,15579,21737,1/1/1953,2/27/1962
010501,PHOENIX RESOURCE COS,PHN.1,1311,C,01,LC,77016,25383,9/25/1991,5/20/1996
010501,PHOENIX RESOURCE COS,PHN.1,1311,C,01,LC,54682,25383,1/2/1987,12/4/1987
010501,PHOENIX RESOURCE COS,PHN.1,1311,C,01,LC,54682,25383,5/2/1972,7/30/1986
010503,TEXAS OIL & GAS CORP,TXO.1,4922,P,01,LU,41523,24542,1/27/1965,1/31/1986
010504,TEXAS PACIFIC LAND CORP,TPL,6792,P,01,LC,20391,57695,1/9/2021,E
010504,TEXAS PACIFIC LAND CORP,TPL,6792,P,01,LC,14752,21739,1/31/1972,1/8/2021
010504,TEXAS PACIFIC LAND CORP,TPL,6792,C,00X,LC,14752,21739,1/1/1972,1/30/1972
010507,ENERGY FUTURE HOLDINGS CORP,0033A,4911,P,01,LU,24563,21740,1/31/1962,10/31/2007
010507,ENERGY FUTURE HOLDINGS CORP,0033A,4911,C,00X,LU,24563,21740,2/13/1951,1/30/1962
010509,TEXAS VANGUARD OIL CO,TVOC,1311,C,02,LU,75767,4600,1/30/1981,9/13/1982
010509,TEXAS VANGUARD OIL CO,TVOC,1311,C,00X,LU,75767,4600,1/1/1981,1/29/1981
010510,TEXASGULF INC,TG.2,1400,P,01,LU,14760,22552,1/31/1962,9/25/1981
010510,TEXASGULF INC,TG.2,1400,C,00X,LU,14760,22552,1/1/1950,1/30/1962
010511,TEXFI INDUSTRIES INC,TXFI,2221,C,01,LU,53751,21741,12/14/1971,12/18/1998
010512,TEXCEL INTERNATIONAL,3TXELE,3564,C,02,LU,10191,8130,4/25/1986,3/2/1990
010513,TEXO OIL CORP,TEXO,1311,P,01,LC,75775,4424,6/30/1980,11/30/1981
010515,TEXON ENERGY CORP,3TXON,3089,C,01,LU,75791,4611,11/8/1979,6/23/1987
010516,TSX CORP,TSXX,3663,C,02,LC,62447,9724,3/23/1988,2/7/1997
010516,TSX CORP,TSXX,3663,C,02,LC,62447,9724,12/14/1972,11/21/1985
010517,TEXSTAR CORP,TEX.,3714,P,01,LC,37305,24219,1/31/1966,12/31/1977
010517,TEXSTAR CORP,TEX.,3714,C,00X,LC,37305,24219,7/2/1962,1/30/1966
010518,TEXTONE INC,TXTN,2430,P,01,LU,75804,4614,11/28/1975,6/28/1985
010518,TEXTONE INC,TXTN,2430,C,00X,LU,75804,4614,1/1/1974,11/27/1975
010519,TEXTRON INC,TXT,3721,P,01,LC,23579,21743,1/31/1962,E
010519,TEXTRON INC,TXT,3721,C,00X,LC,23579,21743,1/1/1950,1/30/1962
010520,THACKERAY CORP,3THKY,6532,P,01,LU,50497,21744,1/31/1972,10/15/2002
010521,THALHIMER BROTHERS INC,THAL,5311,P,01,LU,75847,4433,12/14/1972,8/31/1978
010522,MANNING MAY OIL CO,MNNG,1311,C,01,LU,51327,2975,1/31/1979,2/28/1986
010523,THERATECH INC,4479B,3845,P,01,LU,75855,4443,1/31/1980,5/31/1985
010524,THERM AIR MFG INC,THRM.1,3585,P,01,LC,75863,25931,12/14/1972,9/28/1973
010525,THERMAL ENERGY STORAGE INC,THES,8711,C,01,LU,75871,4421,1/17/1980,6/27/1984
010526,THERMAL INDUSTRIES INC,THMP,3089,P,01,LU,75890,4440,8/19/1981,6/30/1997
010527,THERMAL PROFILES INC,3THPR,3080,P,01,LU,75919,4442,1/12/1981,3/28/1991
010528,THERMAL SYSTEMS INC,3THSI,3433,C,01,LU,75927,6092,6/22/1983,11/8/1988
010530,THERMO FISHER SCIENTIFIC INC,TMO,3826,P,01,LC,62092,4557,12/14/1972,E
010532,THERMODYNETICS INC,TDYT,6510,C,01,LU,75943,4401,7/31/1981,12/27/1994
010532,THERMODYNETICS INC,TDYT,6510,C,00X,LU,75943,4401,7/23/1981,7/30/1981
010534,THERMWOOD CORP,TOOD,3550,C,01,LU,75951,6980,4/12/1984,11/14/2001
010535,THETFORD CORP,THFR,3089,P,01,LU,75970,4437,12/14/1972,12/30/1988
010536,THERMATRON INC,3TMTR,3444,C,01,LU,75978,4445,12/26/1978,6/20/1980
010537,THERMEDICS INC,TMD.1,3590,P,01,LU,75986,6272,8/10/1983,7/31/2000
010538,THIOKOL CORP,THI.1,2820,P,01,LU,26665,23421,1/31/1962,9/30/1982
010539,THIRD NATIONAL CORP,TDAT.,6020,P,01,LC,76014,4396,12/14/1972,12/26/1986
010540,THOMAS & BETTS CORP,TNB,3640,P,01,LU,38578,21745,9/27/1962,5/31/2012
010541,THOMAS INDUSTRIES INC,TII.1,3560,P,01,LU,45129,21746,10/4/1967,7/29/2005
010542,THOMAS INTERNATIONAL CORP,THOMC,3931,P,01,LC,76057,4441,1/31/1979,11/29/1979
010542,THOMAS INTERNATIONAL CORP,THOMC,3931,C,00X,LC,76057,4441,1/1/1973,1/30/1979
010543,THOMASTON MILLS INC  -CL A,TMST.1,2211,C,01,LU,11948,9825,6/16/1988,12/1/2000
010543,THOMASTON MILLS INC  -CL A,TMST.1,2211,N,02,LU,11947,9825,6/16/1988,12/1/2000
010545,THOMPSON MEDICAL CO INC,5565C,2834,P,01,LU,62754,4479,10/4/1979,11/30/1988
010547,THOR ENERGY CORP,THOR.,1311,P,01,LU,76073,5239,12/18/1981,7/29/1983
010548,THOR ENERGY RESOURCES INC,9046B,1311,P,01,LC,57162,21748,12/14/1972,10/24/1994
010549,THOR INDUSTRIES INC,THO,3790,P,01,LU,76081,6765,1/10/1984,E
010550,THORATEC CORP,THOR.1,3845,C,01,LU,76100,4587,5/14/1981,10/30/2015
010551,THORN APPLE VALLEY INC,TAVI,2011,C,01,LU,37640,1749,12/14/1972,2/23/1999
010552,THOUSAND TRAILS INC,TRV.2,7000,C,01,LC,86460,34959,12/4/1998,7/23/2003
010552,THOUSAND TRAILS INC,TRV.2,7000,C,01,LC,76102,4555,12/12/1979,3/29/1994
010553,3COM CORP,COMS.,3576,P,01,LC,76129,6934,3/21/1984,4/9/2010
010554,THREE D DEPARTMENT  -CL B,TDDB,5700,J,02,LU,65760,21750,12/23/1983,2/28/1997
010554,THREE D DEPARTMENT  -CL B,TDDB,5700,C,01,LU,48573,21750,6/20/1969,2/28/1997
010555,THREE DIMENSIONAL CIRCUITS,TDMCC,3672,P,01,LU,76137,4399,1/31/1979,12/7/1983
010556,THRESHOLD TECHNOLOGY,4155B,3577,C,01,LU,76153,4446,7/19/1974,6/9/1983
010557,THRIFTWAY LEASING CO,THRF,7500,P,01,LU,76161,4444,1/31/1979,8/31/1979
010558,THRIFTY CORPORATION,TFD.,5912,P,01,LU,42462,24614,9/15/1965,8/29/1986
010560,SHELTER COMPONENTS CORP,SST.1,5072,P,01,LU,75270,21608,2/8/1988,1/30/1998
010561,TI-CARO INC,TCX.1,2200,P,01,LU,61874,4448,12/14/1972,5/31/1984
010562,TICOR,TI.3,6361,P,01,LU,49760,25083,12/23/1969,7/31/1979
010563,TIDE WEST OIL CO  -OLD,4481B,1311,C,99X,LU,76188,5642,6/1/1985,11/29/1985
010563,TIDE WEST OIL CO  -OLD,4481B,1311,P,01,LU,76188,5642,1/31/1983,5/31/1985
010564,TIDELANDS ROYALTY TRUST B,TIRTZ,6792,C,01,LU,76196,4460,7/5/1978,2/26/1997
010565,TIDEWATER INC,TDW,4400,P,02,LC,50606,21752,8/1/2017,E
010565,TIDEWATER INC,TDW,4400,P,01,LC,50606,21752,5/19/1970,7/31/2017
010566,TIDWELL INDUSTRIES,4242B,2400,P,01,LC,55167,25421,7/17/1972,8/22/1985
010567,SIX FLAGS ENTERTAINMENT CORP,SIX,7996,P,04,LC,93423,53440,6/21/2010,E
010567,SIX FLAGS ENTERTAINMENT CORP,SIX,7996,C,01,LC,76209,4450,5/30/1996,4/17/2009
010567,SIX FLAGS ENTERTAINMENT CORP,SIX,7996,C,01,LC,76209,4450,1/31/1979,10/8/1990
010567,SIX FLAGS ENTERTAINMENT CORP,SIX,7996,C,00X,LC,76209,4450,10/28/1977,1/30/1979
010568,TRADESTAR CORP,TSRR,1311,C,01,LC,78410,26545,11/1/1982,9/28/1987
010569,TIFFANY & CO  -OLD,TIFF,5944,P,01,LU,76225,4451,12/14/1972,4/30/1979
010570,TIFFANY INDUSTRIES,2828B,2522,C,01,LU,56901,25545,12/20/1972,4/28/1978
010571,TIGER INTERNATIONAL,6068B,4512,P,01,LC,37364,6915,1/31/1966,6/29/1970
010571,TIGER INTERNATIONAL,6068B,4512,P,01,LC,17340,56285,6/30/1970,2/15/1989
010572,TIMBERLAND INDUSTRIES INC,TIMB.1,2430,P,01,LC,76241,4454,6/30/1977,11/19/1987
010572,TIMBERLAND INDUSTRIES INC,TIMB.1,2430,C,00X,LC,76241,4454,1/1/1974,6/29/1977
010573,TIMBERLINE MINERALS,TIMM,1000,C,01,LU,76260,4455,5/1/1980,11/29/1991
010574,TIMBERLINE SOFTWARE CORP,TMBS,7372,P,01,LU,76268,6850,2/9/1984,9/30/2003
010576,TIME WARNER INC-OLD,TWX.1,7812,P,01,LU,40483,21756,4/29/1964,1/31/2001
010577,TIME TECHNOLOGY INC,TTIC,6532,P,01,LU,92495,7495,4/12/1985,10/31/1985
